Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;4
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;6
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;10
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;14
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;22
Rioja, La;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;15
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;Total;35
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;1
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;3
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;8
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;8
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;11
Rioja, La;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;4
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;36
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;..
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;3
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;3
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;2
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;6
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;11
Rioja, La;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;11
Rioja, La;Otras causas;Total;Total;3.079
Rioja, La;Otras causas;Total;De 0 a 49 años;84
Rioja, La;Otras causas;Total;De 50 a 54 años;55
Rioja, La;Otras causas;Total;De 55 a 59 años;93
Rioja, La;Otras causas;Total;De 60 a 64 años;138
Rioja, La;Otras causas;Total;De 65 a 69 años;177
Rioja, La;Otras causas;Total;De 70 a 74 años;229
Rioja, La;Otras causas;Total;De 75 a 79 años;283
Rioja, La;Otras causas;Total;De 80 a 84 años;424
Rioja, La;Otras causas;Total;De 85 a 89 años;700
Rioja, La;Otras causas;Total;De 90 a 94 años;553
Rioja, La;Otras causas;Total;95 y más años;343
Rioja, La;Otras causas;Hombres;Total;1.580
Rioja, La;Otras causas;Hombres;De 0 a 49 años;59
Rioja, La;Otras causas;Hombres;De 50 a 54 años;36
Rioja, La;Otras causas;Hombres;De 55 a 59 años;60
Rioja, La;Otras causas;Hombres;De 60 a 64 años;96
Rioja, La;Otras causas;Hombres;De 65 a 69 años;118
Rioja, La;Otras causas;Hombres;De 70 a 74 años;151
Rioja, La;Otras causas;Hombres;De 75 a 79 años;177
Rioja, La;Otras causas;Hombres;De 80 a 84 años;248
Rioja, La;Otras causas;Hombres;De 85 a 89 años;342
Rioja, La;Otras causas;Hombres;De 90 a 94 años;200
Rioja, La;Otras causas;Hombres;95 y más años;93
Rioja, La;Otras causas;Mujeres;Total;1.499
Rioja, La;Otras causas;Mujeres;De 0 a 49 años;25
Rioja, La;Otras causas;Mujeres;De 50 a 54 años;19
Rioja, La;Otras causas;Mujeres;De 55 a 59 años;33
Rioja, La;Otras causas;Mujeres;De 60 a 64 años;42
Rioja, La;Otras causas;Mujeres;De 65 a 69 años;59
Rioja, La;Otras causas;Mujeres;De 70 a 74 años;78
Rioja, La;Otras causas;Mujeres;De 75 a 79 años;106
Rioja, La;Otras causas;Mujeres;De 80 a 84 años;176
Rioja, La;Otras causas;Mujeres;De 85 a 89 años;358
Rioja, La;Otras causas;Mujeres;De 90 a 94 años;353
Rioja, La;Otras causas;Mujeres;95 y más años;250
Ceuta;Total;Total;Total;633
Ceuta;Total;Total;De 0 a 49 años;35
Ceuta;Total;Total;De 50 a 54 años;17
Ceuta;Total;Total;De 55 a 59 años;29
Ceuta;Total;Total;De 60 a 64 años;57
Ceuta;Total;Total;De 65 a 69 años;50
Ceuta;Total;Total;De 70 a 74 años;74
Ceuta;Total;Total;De 75 a 79 años;73
Ceuta;Total;Total;De 80 a 84 años;98
Ceuta;Total;Total;De 85 a 89 años;116
Ceuta;Total;Total;De 90 a 94 años;61
Ceuta;Total;Total;95 y más años;23
Ceuta;Total;Hombres;Total;306
Ceuta;Total;Hombres;De 0 a 49 años;26
Ceuta;Total;Hombres;De 50 a 54 años;14
Ceuta;Total;Hombres;De 55 a 59 años;23
Ceuta;Total;Hombres;De 60 a 64 años;29
Ceuta;Total;Hombres;De 65 a 69 años;27
Ceuta;Total;Hombres;De 70 a 74 años;44
Ceuta;Total;Hombres;De 75 a 79 años;36
Ceuta;Total;Hombres;De 80 a 84 años;43
Ceuta;Total;Hombres;De 85 a 89 años;41
Ceuta;Total;Hombres;De 90 a 94 años;14
Ceuta;Total;Hombres;95 y más años;9
Ceuta;Total;Mujeres;Total;327
Ceuta;Total;Mujeres;De 0 a 49 años;9
Ceuta;Total;Mujeres;De 50 a 54 años;3
Ceuta;Total;Mujeres;De 55 a 59 años;6
Ceuta;Total;Mujeres;De 60 a 64 años;28
Ceuta;Total;Mujeres;De 65 a 69 años;23
Ceuta;Total;Mujeres;De 70 a 74 años;30
Ceuta;Total;Mujeres;De 75 a 79 años;37
Ceuta;Total;Mujeres;De 80 a 84 años;55
Ceuta;Total;Mujeres;De 85 a 89 años;75
Ceuta;Total;Mujeres;De 90 a 94 años;47
Ceuta;Total;Mujeres;95 y más años;14
Ceuta;Covid-19 Virus identificado;Total;Total;59
Ceuta;Covid-19 Virus identificado;Total;De 0 a 49 años;1
Ceuta;Covid-19 Virus identificado;Total;De 50 a 54 años;..
Ceuta;Covid-19 Virus identificado;Total;De 55 a 59 años;3
Ceuta;Covid-19 Virus identificado;Total;De 60 a 64 años;9
Ceuta;Covid-19 Virus identificado;Total;De 65 a 69 años;8
Ceuta;Covid-19 Virus identificado;Total;De 70 a 74 años;10
Ceuta;Covid-19 Virus identificado;Total;De 75 a 79 años;6
Ceuta;Covid-19 Virus identificado;Total;De 80 a 84 años;9
Ceuta;Covid-19 Virus identificado;Total;De 85 a 89 años;12
Ceuta;Covid-19 Virus identificado;Total;De 90 a 94 años;1
Ceuta;Covid-19 Virus identificado;Total;95 y más años;..
Ceuta;Covid-19 Virus identificado;Hombres;Total;30
Ceuta;Covid-19 Virus identificado;Hombres;De 0 a 49 años;..
Ceuta;Covid-19 Virus identificado;Hombres;De 50 a 54 años;..
Ceuta;Covid-19 Virus identificado;Hombres;De 55 a 59 años;1
Ceuta;Covid-19 Virus identificado;Hombres;De 60 a 64 años;7
Ceuta;Covid-19 Virus identificado;Hombres;De 65 a 69 años;5
Ceuta;Covid-19 Virus identificado;Hombres;De 70 a 74 años;7
Ceuta;Covid-19 Virus identificado;Hombres;De 75 a 79 años;3
Ceuta;Covid-19 Virus identificado;Hombres;De 80 a 84 años;3
Ceuta;Covid-19 Virus identificado;Hombres;De 85 a 89 años;4
Ceuta;Covid-19 Virus identificado;Hombres;De 90 a 94 años;..
Ceuta;Covid-19 Virus identificado;Hombres;95 y más años;..
Ceuta;Covid-19 Virus identificado;Mujeres;Total;29
Ceuta;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;1
Ceuta;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;..
Ceuta;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;2
Ceuta;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;2
Ceuta;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;3
Ceuta;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;3
Ceuta;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;3
Ceuta;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;6
Ceuta;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;8
Ceuta;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;1
Ceuta;Covid-19 Virus identificado;Mujeres;95 y más años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;Total;4
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;2
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;2
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;Total;2
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;1
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;1
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;2
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;1
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;..
Ceuta;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;1
Ceuta;Otras causas;Total;Total;570
Ceuta;Otras causas;Total;De 0 a 49 años;34
Ceuta;Otras causas;Total;De 50 a 54 años;17
Ceuta;Otras causas;Total;De 55 a 59 años;26
Ceuta;Otras causas;Total;De 60 a 64 años;48
Ceuta;Otras causas;Total;De 65 a 69 años;42
Ceuta;Otras causas;Total;De 70 a 74 años;64
Ceuta;Otras causas;Total;De 75 a 79 años;67
Ceuta;Otras causas;Total;De 80 a 84 años;89
Ceuta;Otras causas;Total;De 85 a 89 años;102
Ceuta;Otras causas;Total;De 90 a 94 años;60
Ceuta;Otras causas;Total;95 y más años;21
Ceuta;Otras causas;Hombres;Total;274
Ceuta;Otras causas;Hombres;De 0 a 49 años;26
Ceuta;Otras causas;Hombres;De 50 a 54 años;14
Ceuta;Otras causas;Hombres;De 55 a 59 años;22
Ceuta;Otras causas;Hombres;De 60 a 64 años;22
Ceuta;Otras causas;Hombres;De 65 a 69 años;22
Ceuta;Otras causas;Hombres;De 70 a 74 años;37
Ceuta;Otras causas;Hombres;De 75 a 79 años;33
Ceuta;Otras causas;Hombres;De 80 a 84 años;40
Ceuta;Otras causas;Hombres;De 85 a 89 años;36
Ceuta;Otras causas;Hombres;De 90 a 94 años;14
Ceuta;Otras causas;Hombres;95 y más años;8
Ceuta;Otras causas;Mujeres;Total;296
Ceuta;Otras causas;Mujeres;De 0 a 49 años;8
Ceuta;Otras causas;Mujeres;De 50 a 54 años;3
Ceuta;Otras causas;Mujeres;De 55 a 59 años;4
Ceuta;Otras causas;Mujeres;De 60 a 64 años;26
Ceuta;Otras causas;Mujeres;De 65 a 69 años;20
Ceuta;Otras causas;Mujeres;De 70 a 74 años;27
Ceuta;Otras causas;Mujeres;De 75 a 79 años;34
Ceuta;Otras causas;Mujeres;De 80 a 84 años;49
Ceuta;Otras causas;Mujeres;De 85 a 89 años;66
Ceuta;Otras causas;Mujeres;De 90 a 94 años;46
Ceuta;Otras causas;Mujeres;95 y más años;13
Melilla;Total;Total;Total;560
Melilla;Total;Total;De 0 a 49 años;40
Melilla;Total;Total;De 50 a 54 años;22
Melilla;Total;Total;De 55 a 59 años;25
Melilla;Total;Total;De 60 a 64 años;40
Melilla;Total;Total;De 65 a 69 años;43
Melilla;Total;Total;De 70 a 74 años;54
Melilla;Total;Total;De 75 a 79 años;63
Melilla;Total;Total;De 80 a 84 años;105
Melilla;Total;Total;De 85 a 89 años;76
Melilla;Total;Total;De 90 a 94 años;74
Melilla;Total;Total;95 y más años;18
Melilla;Total;Hombres;Total;264
Melilla;Total;Hombres;De 0 a 49 años;23
Melilla;Total;Hombres;De 50 a 54 años;8
Melilla;Total;Hombres;De 55 a 59 años;11
Melilla;Total;Hombres;De 60 a 64 años;25
Melilla;Total;Hombres;De 65 a 69 años;26
Melilla;Total;Hombres;De 70 a 74 años;33
Melilla;Total;Hombres;De 75 a 79 años;37
Melilla;Total;Hombres;De 80 a 84 años;47
Melilla;Total;Hombres;De 85 a 89 años;30
Melilla;Total;Hombres;De 90 a 94 años;20
Melilla;Total;Hombres;95 y más años;4
Melilla;Total;Mujeres;Total;296
Melilla;Total;Mujeres;De 0 a 49 años;17
Melilla;Total;Mujeres;De 50 a 54 años;14
Melilla;Total;Mujeres;De 55 a 59 años;14
Melilla;Total;Mujeres;De 60 a 64 años;15
Melilla;Total;Mujeres;De 65 a 69 años;17
Melilla;Total;Mujeres;De 70 a 74 años;21
Melilla;Total;Mujeres;De 75 a 79 años;26
Melilla;Total;Mujeres;De 80 a 84 años;58
Melilla;Total;Mujeres;De 85 a 89 años;46
Melilla;Total;Mujeres;De 90 a 94 años;54
Melilla;Total;Mujeres;95 y más años;14
Melilla;Covid-19 Virus identificado;Total;Total;43
Melilla;Covid-19 Virus identificado;Total;De 0 a 49 años;1
Melilla;Covid-19 Virus identificado;Total;De 50 a 54 años;1
Melilla;Covid-19 Virus identificado;Total;De 55 a 59 años;3
Melilla;Covid-19 Virus identificado;Total;De 60 a 64 años;3
Melilla;Covid-19 Virus identificado;Total;De 65 a 69 años;7
Melilla;Covid-19 Virus identificado;Total;De 70 a 74 años;7
Melilla;Covid-19 Virus identificado;Total;De 75 a 79 años;6
Melilla;Covid-19 Virus identificado;Total;De 80 a 84 años;7
Melilla;Covid-19 Virus identificado;Total;De 85 a 89 años;3
Melilla;Covid-19 Virus identificado;Total;De 90 a 94 años;3
Melilla;Covid-19 Virus identificado;Total;95 y más años;2
Melilla;Covid-19 Virus identificado;Hombres;Total;25
Melilla;Covid-19 Virus identificado;Hombres;De 0 a 49 años;..
Melilla;Covid-19 Virus identificado;Hombres;De 50 a 54 años;..
Melilla;Covid-19 Virus identificado;Hombres;De 55 a 59 años;1
Melilla;Covid-19 Virus identificado;Hombres;De 60 a 64 años;2
Melilla;Covid-19 Virus identificado;Hombres;De 65 a 69 años;5
Melilla;Covid-19 Virus identificado;Hombres;De 70 a 74 años;5
Melilla;Covid-19 Virus identificado;Hombres;De 75 a 79 años;5
Melilla;Covid-19 Virus identificado;Hombres;De 80 a 84 años;5
Melilla;Covid-19 Virus identificado;Hombres;De 85 a 89 años;2
Melilla;Covid-19 Virus identificado;Hombres;De 90 a 94 años;..
Melilla;Covid-19 Virus identificado;Hombres;95 y más años;..
Melilla;Covid-19 Virus identificado;Mujeres;Total;18
Melilla;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;1
Melilla;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;1
Melilla;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;2
Melilla;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;1
Melilla;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;2
Melilla;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;2
Melilla;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;1
Melilla;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;2
Melilla;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;1
Melilla;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;3
Melilla;Covid-19 Virus identificado;Mujeres;95 y más años;2
Melilla;Covid-19 Virus no identificado (sospechoso);Total;Total;4
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;1
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;1
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;2
Melilla;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;Total;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;4
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;..
Melilla;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;1
